number_of_rooms,floor,floors,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,distnce_metro,type_of_accommodation0,type_of_accommodation1,type_of_house0,type_of_house1,type_of_house2,type_of_house3,type_of_house4,type_of_house5,type_of_house6,type_of_house7,repair0,repair1,repair2,repair3,repair4,repair5,district0,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13
3,16,16,0,1,1,1,1,1,0,9000000,73.1,43.2,10.0,1982,"Москва, САО, р-н Дмитровский, Лобненская ул., 12К2",5.296602264629543,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,9,2,0,0,0,0,0,0,9000000,109.0,72.0,13.0,1995,"Москва, НАО (Новомосковский), Подсобного хозяйства Воскресенское поселок, 30",5.967445722847711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,12,0,2,1,1,1,0,0,23000000,86.0,59.0,10.0,2010,"Москва, ЗАО, р-н Раменки, ул. Столетова, 7",2.9008466573995686,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,9,1,0,0,0,0,0,0,4850000,33.3,19.0,7.0,1970,"Москва, ВАО, р-н Вешняки, Снайперская ул., 11",0.6956861595642622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,24,0,1,1,1,1,0,0,17500000,70.0,37.0,14.5,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2",1.2612420176450985,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,23,1,0,0,0,1,0,0,10100000,47.0,25.0,12.0,2014,"Москва, ЮАО, р-н Чертаново Южное, ул. Академика Янгеля, 2",0.154038611488632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,3,14,1,0,1,0,1,1,0,6350000,39.0,20.0,10.0,1977,"Москва, ВАО, р-н Новогиреево, Перовская ул., 60К2",0.8536959878751044,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,6,10,0,2,0,0,1,0,0,67000000,127.4,71.5,15.4,1994,"Москва, ЦАО, р-н Арбат, Проточный пер., 11",0.3250381158522235,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,14,14,0,1,0,0,1,0,0,6800000,50.7,29.5,8.5,1987,"Москва, ЗАО, р-н Солнцево, Солнцевский просп., 23К1",5.233406425650784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,3,1,0,0,0,1,0,1,5899000,40.0,29.0,6.0,1963,"Москва, ЮАО, р-н Царицыно, Товарищеская ул., 6",0.227342332265307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,6,25,0,3,1,1,1,0,0,24000000,140.6,77.0,18.6,1999,"Москва, ЮВАО, р-н Выхино-Жулебино, Жулебинский бул., 25",0.6072844199527422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,7,16,1,0,1,0,1,1,0,7500000,35.1,19.0,10.0,1964,"Москва, ЮЗАО, р-н Котловка, Нагорная ул., 15К8",0.504458147378124,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,1,8,2,0,1,0,0,1,0,16700000,136.9,87.3,20.5,1960,"Москва, ЮАО, р-н Нагатино-Садовники, Каширское ш., 8К4",1.4656229362798612,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,6,11,0,1,1,0,1,0,1,12400000,134.0,81.0,12.0,1970,"Москва, ЗАО, р-н Солнцево, ул. 50 лет Октября, 3",5.018629684080872,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,9,1,0,0,0,0,0,1,5200000,30.4,18.7,6.0,1963,"Москва, ЮАО, р-н Нагатино-Садовники, Варшавское ш., 65К2",1.4233406524917631,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,4,15,2,0,1,1,1,1,0,11000000,75.0,39.3,10.9,1998,"Москва, ЮВАО, р-н Марьино, Братиславская ул., 31К1",1.6596778853620446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,7,9,2,0,1,1,1,1,0,68500000,90.9,31.4,31.3,2006,"Москва, ЦАО, р-н Хамовники, 3-я Фрунзенская ул., 19",0.6759989779111228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,16,23,0,0,1,1,1,0,0,11200000,62.0,32.5,10.1,2007,"Москва, ЮВАО, р-н Рязанский, Саратовская ул., 22",1.505940624375515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,5,19,1,0,0,1,0,1,0,10986930,50.1,18.7,18.3,2019,"Москва, ЦАО, р-н Пресненский, ул. Пресненский Вал, 21",0.9899092108405876,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,11,23,0,1,1,1,0,1,0,10500000,51.6,31.0,10.0,2015,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Народного Ополчения, 3",3.069048449032882,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,23,0,0,0,0,0,1,0,54500000,136.0,58.0,18.4,2008,"Москва, САО, р-н Сокол, ул. Алабяна, 13к2",0.9717415718039921,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,5,1,0,0,0,0,1,1,11800000,77.4,58.1,6.7,1959,"Москва, САО, р-н Коптево, Большая Академическая ул., 6к1",1.6573625597565669,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,9,1,0,1,0,0,0,0,6700000,32.0,17.0,6.0,1974,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 27",0.7578917982947431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,8,25,2,1,1,1,1,1,0,80000000,222.0,115.4,43.0,2005,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 8К1",2.2512650178792817,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,9,0,1,1,0,1,0,1,8200000,62.0,40.0,9.0,1977,"Москва, СВАО, р-н Бибирево, ул. Корнейчука, 36",2.523890878262974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,4,0,1,0,0,0,1,0,39700000,80.1,56.0,8.0,1927,"Москва, ЦАО, р-н Пресненский, Большая Бронная ул., 17",0.4547924078030852,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,14,17,0,1,0,0,0,0,1,7100000,75.1,44.0,10.1,1997,"Москва, ЗАО, р-н Внуково, Интернациональная ул., 2",18.929776460916365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8,23,1,0,0,0,0,0,0,12500000,69.4,45.8,7.0,2007,"Москва, ЮАО, р-н Нагорный, Варшавское ш., 94",0.6741709735337489,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,8,10,0,1,0,0,1,0,0,28500000,84.5,51.0,10.0,1992,"Москва, ЦАО, р-н Тверской, ул. Малая Дмитровка, 24/2",0.6537516813457159,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,2,5,0,1,0,0,0,1,1,9200000,42.4,26.0,5.6,1966,"Москва, ЮАО, р-н Донской, 5-й Донской проезд, 21К14",0.9632344357514978,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,3,12,0,1,1,1,1,0,0,9100000,50.1,26.0,10.0,1981,"Москва, ВАО, р-н Новогиреево, 2-я Владимирская ул., 58",0.8103329019887313,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,16,1,0,1,1,1,1,0,4978507,39.17,24.9,5.0,2018,"Москва, СВАО, р-н Северный, бул. Академика Ландау, 1",4.014274477679321,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,9,0,1,1,0,0,1,0,32000000,76.1,45.6,9.3,1911,"Москва, ЦАО, р-н Замоскворечье, Большой Овчинниковский пер., 10",0.32209055219894706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,13,17,1,0,0,0,0,1,1,5400000,42.0,20.0,10.0,2014,"Москва, ЗелАО, р-н Крюково, Зеленоград, мкр. 23-й, 2308А",18.509305577942534,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,5,0,1,0,0,0,0,1,8840000,52.0,30.4,7.6,1959,"Москва, ЦАО, р-н Мещанский, Трифоновская ул., 45А",0.8752921842745843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4,3,3,0,0,0,0,0,1,0,10000000,110.0,58.0,30.0,2013,"Москва, НАО (Новомосковский), Филимонковское поселение, Марьино поселок, 36",17.153598399613337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,9,1,0,1,0,0,0,1,12700000,57.6,42.8,6.0,1967,"Москва, ЗАО, р-н Дорогомилово, Поклонная ул., 6",0.4357204177048622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,7,0,1,1,0,0,1,0,16300000,85.5,55.7,9.0,1957,"Москва, ЗАО, р-н Филевский парк, Багратионовский проезд, 1С2",0.28527912993473314,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,21,2,0,0,0,0,1,1,53000000,80.2,59.2,12.0,2008,"Москва, ЦАО, р-н Пресненский, Большой Тишинский пер., 10С1",0.9769753727749588,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,7,17,0,1,0,0,0,0,1,13550000,52.0,30.0,10.0,2004,"Москва, ЦАО, р-н Таганский, Рабочая ул., 33",0.5840664235019497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,9,12,1,0,1,0,0,0,1,7500000,45.0,28.2,5.5,1967,"Москва, САО, р-н Дмитровский, Ангарская ул., 61",5.2164095653062335,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,5,1,0,0,0,0,0,1,6990000,42.5,31.1,6.0,1962,"Москва, СЗАО, р-н Покровское-Стрешнево, ул. Габричевского, 3К1",0.8230998503333911,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,12,0,1,0,0,1,0,0,5400000,33.0,18.0,6.6,1974,"Москва, СВАО, р-н Отрадное, Алтуфьевское ш., 24В",1.3561238374129323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,25,1,0,1,1,0,1,1,8850000,42.0,22.0,12.0,2007,"Москва, СЗАО, р-н Митино, Митинская ул., 10",0.6388026112428441,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,8,1,0,1,0,0,0,0,22900000,92.4,65.8,20.9,1960,"Москва, ЦАО, р-н Тверской, Миусская пл., 5",0.671293117587528,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,12,0,1,1,1,1,1,0,27000000,90.5,52.8,12.5,1973,"Москва, ЗАО, р-н Фили-Давыдково, Малая Филевская ул., 40",0.8149538993449255,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,14,1,1,1,1,1,0,0,14500000,111.5,67.4,10.0,2002,"Москва, ЮВАО, р-н Марьино, ул. Марьинский Парк, 17К2",2.089709614522187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,16,22,0,1,1,1,1,1,0,10500000,58.6,35.0,10.5,2007,"Москва, ЗАО, р-н Можайский, Сколковское ш., 30",3.8455328809215663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,5,0,1,0,0,0,0,1,12600000,60.0,37.2,8.5,1958,"Москва, ЮЗАО, р-н Академический, ул. Ферсмана, 1К1",0.9267452307471116,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,2,9,0,1,0,0,0,1,1,11300000,65.0,41.0,8.0,1974,"Москва, ЦАО, р-н Басманный, ул. Фридриха Энгельса, 43-45",0.8599988753566485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,13,14,0,1,1,0,1,1,0,5500000,39.4,20.0,8.5,1987,"Москва, ЗАО, р-н Солнцево, Солнцевский просп., 23К2",5.139016141708481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,31,0,1,1,1,1,1,0,13000000,68.0,32.0,15.0,2018,"Москва, СЗАО, р-н Хорошево-Мневники, Карамышевская наб.",3.036085746206461,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,5,0,1,0,0,0,0,1,8840000,51.8,31.0,7.6,1959,"Москва, ЦАО, р-н Мещанский, Трифоновская ул., 45А",0.8752921842745843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2,15,17,0,1,1,1,1,0,0,7950000,74.0,43.0,10.0,2015,"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Сосенский Стан, 10",4.946940898968413,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,9,0,1,1,0,0,0,1,74442297,139.0,89.0,10.0,1937,"Москва, ЦАО, р-н Пресненский, Никитский бул., 9",0.3163581387711457,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,4,5,0,1,1,0,0,1,0,10900000,66.0,39.6,7.5,1955,"Москва, ВАО, р-н Восточное Измайлово, Первомайская ул., 107А",1.0478002423662511,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,12,19,0,0,1,1,0,0,1,66000000,153.7,84.0,17.3,2013,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к5",0.2314491754523353,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,6,0,1,1,0,0,0,0,53000000,135.5,67.4,9.4,1958,"Москва, ЗАО, р-н Дорогомилово, пл. Победы, 1Д",0.3965876120724401,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,4,0,1,1,0,0,0,0,59132229,120.0,90.0,12.0,1892,"Москва, ЦАО, р-н Тверской, ул. Петровка, 19С5",0.6132996064372831,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,10,0,0,1,0,0,0,0,21500000,40.5,28.0,9.0,1914,"Москва, ЦАО, р-н Тверской, Большой Гнездниковский пер., 10",0.14287549192655954,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3,6,13,2,0,0,0,0,1,1,52000000,108.0,60.5,15.7,2013,"Москва, ЦАО, р-н Тверской, ул. Фадеева, 4А",0.5170328542915602,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,9,10,0,0,1,1,0,0,1,110000000,200.0,116.3,21.9,2005,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 8К3",2.1093958482771664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,20,21,0,0,1,1,0,0,1,90000000,180.0,74.0,45.0,2007,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 92К1",1.0564620313063764,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3,7,0,0,1,0,1,0,0,44500000,125.0,98.0,22.0,2006,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 45К2",1.6479389128186137,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,25,1,1,0,0,1,1,0,23000000,88.4,44.0,12.0,2004,"Москва, ЦАО, р-н Пресненский, 3-я Красногвардейская ул., 3",0.774286262001462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,9,17,1,0,1,1,0,0,1,5990000,47.2,20.8,12.9,2013,"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Лазурная, 16",4.93239473979069,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,18,0,1,1,1,0,1,1,6200000,39.0,20.0,10.0,2007,"Москва, ВАО, р-н Гольяново, Камчатская ул., 4к1",2.152160872151641,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,6,1,0,0,0,1,1,0,38000000,70.0,42.0,14.0,1914,"Москва, ЦАО, р-н Арбат, Малый Николопесковский пер., 9/1С1",0.7674861784942368,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
